Pricing Date,KOA | Share Price (Daily)($)
05/28/2021,0.3437574085648398
05/27/2021,0.3342304383049862
05/26/2021,0.3343800186965172
05/25/2021,0.3307398140069272
05/21/2021,0.33664328103687563
05/20/2021,0.33633838964453344
05/19/2021,0.334003349679803
05/18/2021,0.34956176890434926
05/14/2021,0.34158268667220804
05/12/2021,0.34814198138197233
05/11/2021,0.34243917581777966
05/10/2021,0.3254013465469682
05/07/2021,0.3274891364116339
05/06/2021,0.30789177123160316
05/05/2021,0.31996727362763944
05/04/2021,0.32706077629929114
05/03/2021,0.3380507510763294
04/30/2021,0.3296041504639341
04/29/2021,0.33659984211603494
04/28/2021,0.3403511246543594
04/27/2021,0.3345167729026932
04/26/2021,0.33900431657453634
04/23/2021,0.333108054480604
04/22/2021,0.33551867190126844
04/21/2021,0.32543449221906995
04/20/2021,0.3338662259824085
04/19/2021,0.3408922662474526
04/16/2021,0.34270195448889357
04/15/2021,0.33474418277747137
04/14/2021,0.33362724304744656
04/13/2021,0.33590922567923076
04/12/2021,0.32698908544356725
04/09/2021,0.33158110410402064
04/08/2021,0.33932213334652916
04/07/2021,0.3457268071975541
04/06/2021,0.3555945305446885
03/31/2021,0.33025872609137624
03/30/2021,0.3297100305507911
03/29/2021,0.3282759718373156
03/26/2021,0.33172310623417905
03/25/2021,0.3234901286321749
03/24/2021,0.33885273810539257
03/23/2021,0.3460090510833059
03/22/2021,0.35705153208102125
03/19/2021,0.354871578651488
03/18/2021,0.342568685317234
03/17/2021,0.3419092636261416
03/16/2021,0.3527978815635719
03/15/2021,0.3468780971258672
03/12/2021,0.3597552952779006
03/11/2021,0.34613848147151527
03/10/2021,0.3563720263916239
03/09/2021,0.32517489932537985
03/08/2021,0.3430019957547629
